"NGA","Polity","Section","Subsection","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note","Comment"
"Latium","ItPapM1","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","4",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Hierarchical Complexity","Administrative levels","6",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Hierarchical Complexity","Religious levels","6",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Hierarchical Complexity","Military levels","5",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Latium","ItPapM2","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","3",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Hierarchical Complexity","Administrative levels","3",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Hierarchical Complexity","Religious levels","2",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Hierarchical Complexity","Military levels","2",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Professions","Professional military officers","absent",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Professions","Professional soldiers","absent",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaE","Social Complexity variables","Other","Indigenous coins","absent",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaL","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","3",4,"","","complex","range","",""
"Cambodian Basin","KhFunaL","Social Complexity variables","Hierarchical Complexity","Administrative levels","3",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaL","Social Complexity variables","Hierarchical Complexity","Religious levels","2",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaL","Social Complexity variables","Hierarchical Complexity","Military levels","2",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaL","Social Complexity variables","Professions","Professional military officers","absent",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaL","Social Complexity variables","Professions","Professional soldiers","absent",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaL","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaL","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Cambodian Basin","KhFunaL","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
